0.363,7.139,144.940,2083.482,31451.209,738832.895,14366215.493,257439000.0
0.266,4.184,92.179,1472.189,17965.483,335973.292,5003708.969,257439000.0
0.151,3.174,92.659,1331.600,17654.614,331680.247,4913456.777,129422333.333
0.218,4.215,98.049,1474.421,19092.879,347501.700,5080633.478,164235333.333
0.308,4.787,105.206,1389.784,19071.021,350190.118,5545403.230,257439000.0
